      step       potential         kinetic           total               T
       377   -0.220282E+03    0.801099E+01   -0.212271E+03    0.847724E-01
       378   -0.220286E+03    0.796646E+01   -0.212319E+03    0.843011E-01
       379   -0.220291E+03    0.792322E+01   -0.212368E+03    0.838436E-01
       380   -0.220299E+03    0.788142E+01   -0.212417E+03    0.834013E-01
       381   -0.220308E+03    0.784122E+01   -0.212467E+03    0.829758E-01
       382   -0.220319E+03    0.780275E+01   -0.212516E+03    0.825688E-01
       383   -0.220332E+03    0.776617E+01   -0.212566E+03    0.821817E-01
       384   -0.220347E+03    0.773160E+01   -0.212616E+03    0.818159E-01
       385   -0.220365E+03    0.769917E+01   -0.212666E+03    0.814727E-01
       386   -0.220385E+03    0.766902E+01   -0.212716E+03    0.811536E-01
       387   -0.220408E+03    0.764124E+01   -0.212767E+03    0.808597E-01
       388   -0.220434E+03    0.761597E+01   -0.212818E+03    0.805922E-01
       389   -0.220462E+03    0.759329E+01   -0.212869E+03    0.803523E-01
       390   -0.220493E+03    0.757331E+01   -0.212920E+03    0.801408E-01
       391   -0.220527E+03    0.755611E+01   -0.212971E+03    0.799588E-01
       392   -0.220564E+03    0.754177E+01   -0.213023E+03    0.798071E-01
       393   -0.220605E+03    0.753038E+01   -0.213075E+03    0.796865E-01
       394   -0.220649E+03    0.752198E+01   -0.213127E+03    0.795977E-01
       395   -0.220695E+03    0.751665E+01   -0.213179E+03    0.795413E-01
       396   -0.220746E+03    0.751442E+01   -0.213231E+03    0.795177E-01
       397   -0.220799E+03    0.751535E+01   -0.213284E+03    0.795275E-01
       398   -0.220856E+03    0.751945E+01   -0.213337E+03    0.795709E-01
       399   -0.220917E+03    0.752675E+01   -0.213390E+03    0.796482E-01
       400   -0.220980E+03    0.753727E+01   -0.213443E+03    0.797595E-01
       401   -0.221048E+03    0.755101E+01   -0.213497E+03    0.799049E-01
       402   -0.221118E+03    0.756797E+01   -0.213551E+03    0.800843E-01
       403   -0.221193E+03    0.758813E+01   -0.213604E+03    0.802977E-01
       404   -0.221270E+03    0.761148E+01   -0.213659E+03    0.805448E-01
       405   -0.221351E+03    0.763798E+01   -0.213713E+03    0.808252E-01
       406   -0.221435E+03    0.766760E+01   -0.213768E+03    0.811386E-01
       407   -0.221523E+03    0.770029E+01   -0.213823E+03    0.814845E-01
       408   -0.221614E+03    0.773599E+01   -0.213878E+03    0.818623E-01
       409   -0.221708E+03    0.777465E+01   -0.213933E+03    0.822714E-01
       410   -0.221805E+03    0.781618E+01   -0.213989E+03    0.827110E-01
       411   -0.221905E+03    0.786053E+01   -0.214045E+03    0.831802E-01
       412   -0.222009E+03    0.790759E+01   -0.214101E+03    0.836782E-01
       413   -0.222115E+03    0.795727E+01   -0.214158E+03    0.842039E-01
       414   -0.222224E+03    0.800948E+01   -0.214214E+03    0.847564E-01
       415   -0.222335E+03    0.806411E+01   -0.214271E+03    0.853345E-01
       416   -0.222449E+03    0.812105E+01   -0.214328E+03    0.859370E-01
       417   -0.222566E+03    0.818017E+01   -0.214386E+03    0.865627E-01
       418   -0.222685E+03    0.824136E+01   -0.214444E+03    0.872102E-01
       419   -0.222806E+03    0.830448E+01   -0.214502E+03    0.878781E-01
       420   -0.222929E+03    0.836940E+01   -0.214560E+03    0.885651E-01
       421   -0.223055E+03    0.843598E+01   -0.214619E+03    0.892696E-01
       422   -0.223182E+03    0.850407E+01   -0.214678E+03    0.899902E-01
       423   -0.223310E+03    0.857353E+01   -0.214737E+03    0.907252E-01
       424   -0.223441E+03    0.864420E+01   -0.214796E+03    0.914731E-01
       425   -0.223572E+03    0.871594E+01   -0.214856E+03    0.922322E-01
       426   -0.223705E+03    0.878859E+01   -0.214916E+03    0.930009E-01
       427   -0.223839E+03    0.886198E+01   -0.214977E+03    0.937776E-01
       428   -0.223974E+03    0.893596E+01   -0.215038E+03    0.945604E-01
       429   -0.224109E+03    0.901036E+01   -0.215099E+03    0.953478E-01
       430   -0.224245E+03    0.908503E+01   -0.215160E+03    0.961379E-01
       431   -0.224382E+03    0.915980E+01   -0.215222E+03    0.969291E-01
       432   -0.224519E+03    0.923451E+01   -0.215284E+03    0.977196E-01
       433   -0.224656E+03    0.930899E+01   -0.215347E+03    0.985078E-01
       434   -0.224792E+03    0.938309E+01   -0.215409E+03    0.992919E-01
       435   -0.224929E+03    0.945664E+01   -0.215473E+03    0.100070E+00
       436   -0.225066E+03    0.952949E+01   -0.215536E+03    0.100841E+00
       437   -0.225201E+03    0.960149E+01   -0.215600E+03    0.101603E+00
       438   -0.225337E+03    0.967247E+01   -0.215664E+03    0.102354E+00
       439   -0.225471E+03    0.974230E+01   -0.215729E+03    0.103093E+00
       440   -0.225605E+03    0.981083E+01   -0.215794E+03    0.103818E+00
       441   -0.225737E+03    0.987791E+01   -0.215859E+03    0.104528E+00
       442   -0.225868E+03    0.994341E+01   -0.215925E+03    0.105221E+00
       443   -0.225998E+03    0.100072E+02   -0.215991E+03    0.105896E+00
       444   -0.226127E+03    0.100692E+02   -0.216058E+03    0.106552E+00
       445   -0.226254E+03    0.101292E+02   -0.216125E+03    0.107187E+00
       446   -0.226379E+03    0.101871E+02   -0.216192E+03    0.107800E+00
       447   -0.226502E+03    0.102428E+02   -0.216260E+03    0.108390E+00
       448   -0.226624E+03    0.102963E+02   -0.216328E+03    0.108955E+00
       449   -0.226744E+03    0.103474E+02   -0.216396E+03    0.109496E+00
       450   -0.226861E+03    0.103960E+02   -0.216465E+03    0.110010E+00
       451   -0.226977E+03    0.104420E+02   -0.216534E+03    0.110498E+00
       452   -0.227090E+03    0.104855E+02   -0.216604E+03    0.110958E+00
       453   -0.227201E+03    0.105263E+02   -0.216674E+03    0.111389E+00
       454   -0.227309E+03    0.105643E+02   -0.216745E+03    0.111792E+00
       455   -0.227415E+03    0.105996E+02   -0.216816E+03    0.112165E+00
       456   -0.227519E+03    0.106321E+02   -0.216887E+03    0.112508E+00
       457   -0.227621E+03    0.106616E+02   -0.216959E+03    0.112822E+00
       458   -0.227720E+03    0.106884E+02   -0.217031E+03    0.113105E+00
       459   -0.227816E+03    0.107122E+02   -0.217104E+03    0.113357E+00
       460   -0.227910E+03    0.107332E+02   -0.217177E+03    0.113579E+00
       461   -0.228002E+03    0.107513E+02   -0.217250E+03    0.113770E+00
       462   -0.228091E+03    0.107665E+02   -0.217324E+03    0.113931E+00
       463   -0.228177E+03    0.107789E+02   -0.217399E+03    0.114062E+00
       464   -0.228262E+03    0.107884E+02   -0.217473E+03    0.114163E+00
       465   -0.228344E+03    0.107952E+02   -0.217548E+03    0.114235E+00
       466   -0.228423E+03    0.107993E+02   -0.217624E+03    0.114278E+00
       467   -0.228501E+03    0.108007E+02   -0.217700E+03    0.114293E+00
       468   -0.228576E+03    0.107996E+02   -0.217776E+03    0.114281E+00
       469   -0.228649E+03    0.107959E+02   -0.217853E+03    0.114242E+00
       470   -0.228720E+03    0.107897E+02   -0.217930E+03    0.114177E+00
       471   -0.228789E+03    0.107812E+02   -0.218008E+03    0.114087E+00
       472   -0.228856E+03    0.107705E+02   -0.218086E+03    0.113973E+00
       473   -0.228922E+03    0.107576E+02   -0.218164E+03    0.113837E+00
       474   -0.228986E+03    0.107427E+02   -0.218243E+03    0.113679E+00
       475   -0.229048E+03    0.107258E+02   -0.218322E+03    0.113501E+00
       476   -0.229109E+03    0.107072E+02   -0.218402E+03    0.113304E+00
       477   -0.229169E+03    0.106869E+02   -0.218482E+03    0.113089E+00
       478   -0.229227E+03    0.106650E+02   -0.218562E+03    0.112857E+00
       479   -0.229285E+03    0.106417E+02   -0.218643E+03    0.112611E+00
       480   -0.229342E+03    0.106172E+02   -0.218724E+03    0.112352E+00
       481   -0.229398E+03    0.105916E+02   -0.218806E+03    0.112080E+00
       482   -0.229453E+03    0.105650E+02   -0.218888E+03    0.111799E+00
       483   -0.229508E+03    0.105376E+02   -0.218970E+03    0.111509E+00
       484   -0.229562E+03    0.105095E+02   -0.219053E+03    0.111212E+00
       485   -0.229617E+03    0.104809E+02   -0.219136E+03    0.110909E+00
       486   -0.229671E+03    0.104520E+02   -0.219220E+03    0.110603E+00
       487   -0.229726E+03    0.104229E+02   -0.219303E+03    0.110295E+00
       488   -0.229781E+03    0.103937E+02   -0.219388E+03    0.109986E+00
       489   -0.229837E+03    0.103646E+02   -0.219472E+03    0.109679E+00
       490   -0.229893E+03    0.103359E+02   -0.219557E+03    0.109374E+00
       491   -0.229950E+03    0.103075E+02   -0.219642E+03    0.109074E+00
       492   -0.230008E+03    0.102797E+02   -0.219728E+03    0.108780E+00
       493   -0.230066E+03    0.102527E+02   -0.219814E+03    0.108494E+00
       494   -0.230127E+03    0.102265E+02   -0.219900E+03    0.108217E+00
       495   -0.230188E+03    0.102013E+02   -0.219987E+03    0.107951E+00
       496   -0.230251E+03    0.101773E+02   -0.220074E+03    0.107697E+00
       497   -0.230316E+03    0.101546E+02   -0.220161E+03    0.107456E+00
       498   -0.230382E+03    0.101333E+02   -0.220249E+03    0.107230E+00
       499   -0.230450E+03    0.101135E+02   -0.220336E+03    0.107021E+00
       500   -0.230520E+03    0.100953E+02   -0.220425E+03    0.106829E+00
       501   -0.230592E+03    0.100790E+02   -0.220513E+03    0.106656E+00
       502   -0.230667E+03    0.100644E+02   -0.220602E+03    0.106502E+00
       503   -0.230743E+03    0.100519E+02   -0.220691E+03    0.106369E+00
       504   -0.230822E+03    0.100413E+02   -0.220781E+03    0.106258E+00
       505   -0.230904E+03    0.100329E+02   -0.220871E+03    0.106169E+00
       506   -0.230988E+03    0.100267E+02   -0.220961E+03    0.106103E+00
       507   -0.231074E+03    0.100228E+02   -0.221051E+03    0.106061E+00
       508   -0.231163E+03    0.100211E+02   -0.221142E+03    0.106044E+00
       509   -0.231255E+03    0.100219E+02   -0.221233E+03    0.106051E+00
       510   -0.231350E+03    0.100250E+02   -0.221325E+03    0.106084E+00
       511   -0.231447E+03    0.100305E+02   -0.221416E+03    0.106143E+00
       512   -0.231547E+03    0.100385E+02   -0.221508E+03    0.106228E+00
       513   -0.231649E+03    0.100490E+02   -0.221600E+03    0.106338E+00
       514   -0.231755E+03    0.100618E+02   -0.221693E+03    0.106475E+00
       515   -0.231863E+03    0.100772E+02   -0.221786E+03    0.106637E+00
       516   -0.231974E+03    0.100950E+02   -0.221879E+03    0.106825E+00
       517   -0.232087E+03    0.101151E+02   -0.221972E+03    0.107039E+00
       518   -0.232203E+03    0.101377E+02   -0.222066E+03    0.107277E+00
       519   -0.232322E+03    0.101626E+02   -0.222160E+03    0.107540E+00
       520   -0.232444E+03    0.101897E+02   -0.222254E+03    0.107827E+00
       521   -0.232567E+03    0.102190E+02   -0.222348E+03    0.108138E+00
       522   -0.232694E+03    0.102505E+02   -0.222443E+03    0.108471E+00
       523   -0.232822E+03    0.102841E+02   -0.222538E+03    0.108826E+00
       524   -0.232953E+03    0.103196E+02   -0.222633E+03    0.109202E+00
       525   -0.233086E+03    0.103570E+02   -0.222729E+03    0.109598E+00
       526   -0.233221E+03    0.103962E+02   -0.222825E+03    0.110013E+00
       527   -0.233358E+03    0.104371E+02   -0.222921E+03    0.110445E+00
       528   -0.233497E+03    0.104795E+02   -0.223018E+03    0.110894E+00
       529   -0.233638E+03    0.105234E+02   -0.223114E+03    0.111359E+00
       530   -0.233780E+03    0.105686E+02   -0.223211E+03    0.111837E+00
       531   -0.233923E+03    0.106150E+02   -0.223308E+03    0.112328E+00
       532   -0.234068E+03    0.106625E+02   -0.223406E+03    0.112831E+00
       533   -0.234215E+03    0.107109E+02   -0.223504E+03    0.113343E+00
       534   -0.234362E+03    0.107601E+02   -0.223602E+03    0.113863E+00
       535   -0.234510E+03    0.108099E+02   -0.223700E+03    0.114390E+00
       536   -0.234659E+03    0.108602E+02   -0.223799E+03    0.114923E+00
       537   -0.234809E+03    0.109108E+02   -0.223898E+03    0.115459E+00
       538   -0.234959E+03    0.109617E+02   -0.223997E+03    0.115997E+00
       539   -0.235109E+03    0.110126E+02   -0.224096E+03    0.116535E+00
       540   -0.235260E+03    0.110633E+02   -0.224196E+03    0.117072E+00
       541   -0.235410E+03    0.111138E+02   -0.224296E+03    0.117607E+00
       542   -0.235560E+03    0.111639E+02   -0.224397E+03    0.118137E+00
       543   -0.235711E+03    0.112134E+02   -0.224497E+03    0.118661E+00
       544   -0.235860E+03    0.112622E+02   -0.224598E+03    0.119177E+00
       545   -0.236009E+03    0.113101E+02   -0.224699E+03    0.119684E+00
       546   -0.236158E+03    0.113570E+02   -0.224801E+03    0.120180E+00
       547   -0.236305E+03    0.114028E+02   -0.224902E+03    0.120664E+00
       548   -0.236452E+03    0.114472E+02   -0.225004E+03    0.121135E+00
       549   -0.236597E+03    0.114902E+02   -0.225107E+03    0.121590E+00
       550   -0.236741E+03    0.115317E+02   -0.225209E+03    0.122028E+00
       551   -0.236883E+03    0.115714E+02   -0.225312E+03    0.122449E+00
       552   -0.237024E+03    0.116093E+02   -0.225415E+03    0.122850E+00
       553   -0.237164E+03    0.116453E+02   -0.225519E+03    0.123230E+00
       554   -0.237301E+03    0.116792E+02   -0.225622E+03    0.123589E+00
       555   -0.237437E+03    0.117109E+02   -0.225726E+03    0.123925E+00
       556   -0.237571E+03    0.117404E+02   -0.225831E+03    0.124237E+00
       557   -0.237703E+03    0.117676E+02   -0.225935E+03    0.124524E+00
       558   -0.237832E+03    0.117922E+02   -0.226040E+03    0.124786E+00
       559   -0.237959E+03    0.118144E+02   -0.226145E+03    0.125020E+00
       560   -0.238084E+03    0.118340E+02   -0.226250E+03    0.125228E+00
       561   -0.238207E+03    0.118509E+02   -0.226356E+03    0.125407E+00
       562   -0.238327E+03    0.118652E+02   -0.226462E+03    0.125557E+00
       563   -0.238445E+03    0.118766E+02   -0.226568E+03    0.125678E+00
       564   -0.238560E+03    0.118853E+02   -0.226675E+03    0.125770E+00
       565   -0.238673E+03    0.118911E+02   -0.226782E+03    0.125832E+00
       566   -0.238783E+03    0.118941E+02   -0.226889E+03    0.125864E+00
       567   -0.238890E+03    0.118942E+02   -0.226996E+03    0.125865E+00
       568   -0.238995E+03    0.118915E+02   -0.227104E+03    0.125836E+00
       569   -0.239097E+03    0.118859E+02   -0.227211E+03    0.125777E+00
       570   -0.239197E+03    0.118775E+02   -0.227320E+03    0.125687E+00
       571   -0.239294E+03    0.118662E+02   -0.227428E+03    0.125568E+00
       572   -0.239389E+03    0.118521E+02   -0.227537E+03    0.125419E+00
       573   -0.239481E+03    0.118353E+02   -0.227646E+03    0.125242E+00
       574   -0.239571E+03    0.118158E+02   -0.227755E+03    0.125035E+00
       575   -0.239658E+03    0.117937E+02   -0.227864E+03    0.124801E+00
       576   -0.239743E+03    0.117690E+02   -0.227974E+03    0.124539E+00
       577   -0.239826E+03    0.117417E+02   -0.228084E+03    0.124251E+00
       578   -0.239906E+03    0.117121E+02   -0.228194E+03    0.123937E+00
       579   -0.239985E+03    0.116801E+02   -0.228304E+03    0.123599E+00
       580   -0.240061E+03    0.116459E+02   -0.228415E+03    0.123237E+00
       581   -0.240136E+03    0.116096E+02   -0.228526E+03    0.122853E+00
       582   -0.240209E+03    0.115713E+02   -0.228637E+03    0.122448E+00
       583   -0.240280E+03    0.115311E+02   -0.228749E+03    0.122023E+00
       584   -0.240349E+03    0.114892E+02   -0.228860E+03    0.121579E+00
       585   -0.240418E+03    0.114457E+02   -0.228972E+03    0.121118E+00
       586   -0.240485E+03    0.114006E+02   -0.229084E+03    0.120641E+00
       587   -0.240551E+03    0.113543E+02   -0.229196E+03    0.120151E+00
       588   -0.240616E+03    0.113067E+02   -0.229309E+03    0.119648E+00
       589   -0.240680E+03    0.112581E+02   -0.229422E+03    0.119134E+00
       590   -0.240743E+03    0.112087E+02   -0.229535E+03    0.118611E+00
       591   -0.240806E+03    0.111586E+02   -0.229648E+03    0.118080E+00
       592   -0.240869E+03    0.111079E+02   -0.229761E+03    0.117544E+00
       593   -0.240931E+03    0.110569E+02   -0.229875E+03    0.117004E+00
       594   -0.240994E+03    0.110057E+02   -0.229988E+03    0.116462E+00
       595   -0.241057E+03    0.109545E+02   -0.230102E+03    0.115920E+00
       596   -0.241120E+03    0.109034E+02   -0.230216E+03    0.115380E+00
       597   -0.241183E+03    0.108526E+02   -0.230331E+03    0.114843E+00
       598   -0.241247E+03    0.108024E+02   -0.230445E+03    0.114311E+00
