      step              pe              ke             nhc           total               T               P
      1967   -0.257537E+03    0.688739E+01    0.756797E+01   -0.243082E+03    0.717436E-01    0.431261E-01
      1968   -0.257600E+03    0.685249E+01    0.757465E+01   -0.243173E+03    0.713801E-01    0.487159E-01
      1969   -0.257662E+03    0.681670E+01    0.758121E+01   -0.243264E+03    0.710073E-01    0.543165E-01
      1970   -0.257723E+03    0.678008E+01    0.758765E+01   -0.243355E+03    0.706258E-01    0.661766E-01
      1971   -0.257783E+03    0.674264E+01    0.759397E+01   -0.243446E+03    0.702358E-01    0.717042E-01
      1972   -0.257842E+03    0.670443E+01    0.760016E+01   -0.243537E+03    0.698378E-01    0.806116E-01
      1973   -0.257900E+03    0.666549E+01    0.760624E+01   -0.243628E+03    0.694322E-01    0.853299E-01
      1974   -0.257957E+03    0.662586E+01    0.761219E+01   -0.243719E+03    0.690194E-01    0.900452E-01
      1975   -0.258013E+03    0.658559E+01    0.761802E+01   -0.243810E+03    0.685999E-01    0.947555E-01
      1976   -0.258069E+03    0.654472E+01    0.762372E+01   -0.243900E+03    0.681741E-01    0.994592E-01
      1977   -0.258123E+03    0.650329E+01    0.762930E+01   -0.243991E+03    0.677426E-01    0.104154E+00
      1978   -0.258177E+03    0.646136E+01    0.763476E+01   -0.244081E+03    0.673059E-01    0.101591E+00
      1979   -0.258231E+03    0.641898E+01    0.764008E+01   -0.244172E+03    0.668643E-01    0.106006E+00
      1980   -0.258283E+03    0.637618E+01    0.764529E+01   -0.244262E+03    0.664186E-01    0.110411E+00
      1981   -0.258335E+03    0.633303E+01    0.765037E+01   -0.244352E+03    0.659691E-01    0.114805E+00
      1982   -0.258387E+03    0.628958E+01    0.765532E+01   -0.244442E+03    0.655165E-01    0.119186E+00
      1983   -0.258437E+03    0.624588E+01    0.766015E+01   -0.244531E+03    0.650613E-01    0.123552E+00
      1984   -0.258488E+03    0.620198E+01    0.766486E+01   -0.244621E+03    0.646040E-01    0.127900E+00
      1985   -0.258538E+03    0.615794E+01    0.766943E+01   -0.244711E+03    0.641452E-01    0.132230E+00
      1986   -0.258588E+03    0.611380E+01    0.767389E+01   -0.244800E+03    0.636854E-01    0.136538E+00
      1987   -0.258637E+03    0.606962E+01    0.767822E+01   -0.244889E+03    0.632253E-01    0.140822E+00
      1988   -0.258686E+03    0.602547E+01    0.768242E+01   -0.244978E+03    0.627653E-01    0.145081E+00
      1989   -0.258735E+03    0.598138E+01    0.768650E+01   -0.245067E+03    0.623060E-01    0.149311E+00
      1990   -0.258784E+03    0.593741E+01    0.769046E+01   -0.245156E+03    0.618481E-01    0.153511E+00
      1991   -0.258833E+03    0.589362E+01    0.769429E+01   -0.245245E+03    0.613919E-01    0.157678E+00
      1992   -0.258881E+03    0.585006E+01    0.769800E+01   -0.245333E+03    0.609381E-01    0.161809E+00
      1993   -0.258930E+03    0.580678E+01    0.770159E+01   -0.245422E+03    0.604873E-01    0.165902E+00
      1994   -0.258979E+03    0.576383E+01    0.770506E+01   -0.245510E+03    0.600399E-01    0.169955E+00
      1995   -0.259027E+03    0.572125E+01    0.770841E+01   -0.245598E+03    0.595964E-01    0.173964E+00
      1996   -0.259076E+03    0.567911E+01    0.771164E+01   -0.245685E+03    0.591574E-01    0.177928E+00
      1997   -0.259125E+03    0.563744E+01    0.771475E+01   -0.245773E+03    0.587234E-01    0.181843E+00
      1998   -0.259174E+03    0.559630E+01    0.771774E+01   -0.245860E+03    0.582948E-01    0.185707E+00
      1999   -0.259224E+03    0.555572E+01    0.772062E+01   -0.245948E+03    0.578721E-01    0.189517E+00
      2000   -0.259274E+03    0.551576E+01    0.772337E+01   -0.246035E+03    0.574558E-01    0.193271E+00
      2001   -0.259324E+03    0.547645E+01    0.772602E+01   -0.246121E+03    0.570464E-01    0.196965E+00
      2002   -0.259374E+03    0.543783E+01    0.772855E+01   -0.246208E+03    0.566441E-01    0.200597E+00
      2003   -0.259425E+03    0.539995E+01    0.773096E+01   -0.246294E+03    0.562495E-01    0.204164E+00
      2004   -0.259476E+03    0.536283E+01    0.773326E+01   -0.246380E+03    0.558629E-01    0.207664E+00
      2005   -0.259528E+03    0.532652E+01    0.773545E+01   -0.246466E+03    0.554846E-01    0.211093E+00
      2006   -0.259580E+03    0.529105E+01    0.773753E+01   -0.246552E+03    0.551151E-01    0.214449E+00
      2007   -0.259633E+03    0.525644E+01    0.773950E+01   -0.246637E+03    0.547546E-01    0.217729E+00
      2008   -0.259687E+03    0.522273E+01    0.774136E+01   -0.246723E+03    0.544034E-01    0.220930E+00
      2009   -0.259741E+03    0.518993E+01    0.774311E+01   -0.246808E+03    0.540618E-01    0.224050E+00
      2010   -0.259795E+03    0.515809E+01    0.774476E+01   -0.246892E+03    0.537301E-01    0.227086E+00
      2011   -0.259850E+03    0.512721E+01    0.774630E+01   -0.246977E+03    0.534084E-01    0.229512E+00
      2012   -0.259906E+03    0.509732E+01    0.774773E+01   -0.247061E+03    0.530970E-01    0.232114E+00
      2013   -0.259962E+03    0.506842E+01    0.774906E+01   -0.247145E+03    0.527961E-01    0.234623E+00
      2014   -0.260019E+03    0.504055E+01    0.775029E+01   -0.247229E+03    0.525057E-01    0.237038E+00
      2015   -0.260077E+03    0.501371E+01    0.775141E+01   -0.247312E+03    0.522261E-01    0.239356E+00
      2016   -0.260135E+03    0.498790E+01    0.775243E+01   -0.247395E+03    0.519573E-01    0.217397E+00
      2017   -0.260194E+03    0.496314E+01    0.775335E+01   -0.247478E+03    0.516994E-01    0.219355E+00
      2018   -0.260254E+03    0.493943E+01    0.775417E+01   -0.247561E+03    0.514524E-01    0.221224E+00
      2019   -0.260315E+03    0.491678E+01    0.775489E+01   -0.247643E+03    0.512164E-01    0.223001E+00
      2020   -0.260376E+03    0.489517E+01    0.775552E+01   -0.247725E+03    0.509914E-01    0.224686E+00
      2021   -0.260437E+03    0.487462E+01    0.775604E+01   -0.247807E+03    0.507773E-01    0.226275E+00
      2022   -0.260500E+03    0.485511E+01    0.775647E+01   -0.247888E+03    0.505740E-01    0.227768E+00
      2023   -0.260563E+03    0.483663E+01    0.775680E+01   -0.247969E+03    0.503816E-01    0.229162E+00
      2024   -0.260626E+03    0.481919E+01    0.775703E+01   -0.248050E+03    0.501999E-01    0.230455E+00
      2025   -0.260690E+03    0.480276E+01    0.775717E+01   -0.248131E+03    0.500287E-01    0.231647E+00
      2026   -0.260755E+03    0.478733E+01    0.775721E+01   -0.248211E+03    0.498680E-01    0.232735E+00
      2027   -0.260821E+03    0.477288E+01    0.775716E+01   -0.248291E+03    0.497175E-01    0.233718E+00
      2028   -0.260887E+03    0.475940E+01    0.775701E+01   -0.248370E+03    0.495770E-01    0.234595E+00
      2029   -0.260953E+03    0.474686E+01    0.775677E+01   -0.248450E+03    0.494465E-01    0.235363E+00
      2030   -0.261020E+03    0.473525E+01    0.775643E+01   -0.248529E+03    0.493255E-01    0.236023E+00
      2031   -0.261088E+03    0.472453E+01    0.775600E+01   -0.248607E+03    0.492139E-01    0.236572E+00
      2032   -0.261156E+03    0.471469E+01    0.775548E+01   -0.248685E+03    0.491113E-01    0.237010E+00
      2033   -0.261224E+03    0.470568E+01    0.775486E+01   -0.248763E+03    0.490175E-01    0.237335E+00
      2034   -0.261293E+03    0.469750E+01    0.775415E+01   -0.248841E+03    0.489323E-01    0.237547E+00
      2035   -0.261362E+03    0.469009E+01    0.775335E+01   -0.248918E+03    0.488551E-01    0.237644E+00
      2036   -0.261431E+03    0.468344E+01    0.775245E+01   -0.248995E+03    0.487858E-01    0.237627E+00
      2037   -0.261501E+03    0.467751E+01    0.775147E+01   -0.249072E+03    0.487240E-01    0.237493E+00
      2038   -0.261571E+03    0.467225E+01    0.775039E+01   -0.249148E+03    0.486693E-01    0.229045E+00
      2039   -0.261641E+03    0.466764E+01    0.774921E+01   -0.249224E+03    0.486213E-01    0.228381E+00
      2040   -0.261712E+03    0.466365E+01    0.774795E+01   -0.249300E+03    0.485796E-01    0.227604E+00
      2041   -0.261782E+03    0.466022E+01    0.774659E+01   -0.249375E+03    0.485439E-01    0.233361E+00
      2042   -0.261853E+03    0.465732E+01    0.774514E+01   -0.249450E+03    0.485138E-01    0.232378E+00
      2043   -0.261923E+03    0.465492E+01    0.774360E+01   -0.249525E+03    0.484888E-01    0.231278E+00
      2044   -0.261994E+03    0.465297E+01    0.774196E+01   -0.249599E+03    0.484685E-01    0.230062E+00
      2045   -0.262064E+03    0.465144E+01    0.774023E+01   -0.249673E+03    0.484525E-01    0.228728E+00
      2046   -0.262135E+03    0.465028E+01    0.773841E+01   -0.249746E+03    0.484404E-01    0.227279E+00
      2047   -0.262205E+03    0.464945E+01    0.773650E+01   -0.249819E+03    0.484318E-01    0.248811E+00
      2048   -0.262275E+03    0.464892E+01    0.773449E+01   -0.249892E+03    0.484262E-01    0.245941E+00
      2049   -0.262345E+03    0.464864E+01    0.773239E+01   -0.249964E+03    0.484233E-01    0.242945E+00
      2050   -0.262415E+03    0.464857E+01    0.773020E+01   -0.250036E+03    0.484226E-01    0.239824E+00
      2051   -0.262485E+03    0.464867E+01    0.772792E+01   -0.250108E+03    0.484237E-01    0.236580E+00
      2052   -0.262554E+03    0.464891E+01    0.772554E+01   -0.250179E+03    0.484261E-01    0.233214E+00
      2053   -0.262622E+03    0.464924E+01    0.772307E+01   -0.250250E+03    0.484295E-01    0.232202E+00
      2054   -0.262691E+03    0.464962E+01    0.772051E+01   -0.250321E+03    0.484336E-01    0.223588E+00
      2055   -0.262758E+03    0.465003E+01    0.771785E+01   -0.250391E+03    0.484378E-01    0.250061E+00
      2056   -0.262826E+03    0.465042E+01    0.771510E+01   -0.250460E+03    0.484418E-01    0.245520E+00
      2057   -0.262893E+03    0.465075E+01    0.771226E+01   -0.250530E+03    0.484453E-01    0.240846E+00
      2058   -0.262959E+03    0.465100E+01    0.770933E+01   -0.250599E+03    0.484479E-01    0.236039E+00
      2059   -0.263025E+03    0.465113E+01    0.770631E+01   -0.250667E+03    0.484493E-01    0.231102E+00
      2060   -0.263090E+03    0.465110E+01    0.770319E+01   -0.250735E+03    0.484490E-01    0.226037E+00
      2061   -0.263154E+03    0.465090E+01    0.769998E+01   -0.250803E+03    0.484468E-01    0.220847E+00
      2062   -0.263218E+03    0.465048E+01    0.769668E+01   -0.250870E+03    0.484425E-01    0.208656E+00
      2063   -0.263280E+03    0.464982E+01    0.769328E+01   -0.250937E+03    0.484356E-01    0.203130E+00
      2064   -0.263343E+03    0.464889E+01    0.768980E+01   -0.251004E+03    0.484259E-01    0.197489E+00
      2065   -0.263404E+03    0.464767E+01    0.768622E+01   -0.251070E+03    0.484133E-01    0.191734E+00
      2066   -0.263464E+03    0.464614E+01    0.768256E+01   -0.251136E+03    0.483973E-01    0.185868E+00
      2067   -0.263524E+03    0.464427E+01    0.767880E+01   -0.251201E+03    0.483779E-01    0.179894E+00
      2068   -0.263583E+03    0.464205E+01    0.767496E+01   -0.251266E+03    0.483547E-01    0.173816E+00
      2069   -0.263641E+03    0.463946E+01    0.767102E+01   -0.251330E+03    0.483277E-01    0.167635E+00
      2070   -0.263698E+03    0.463647E+01    0.766699E+01   -0.251395E+03    0.482966E-01    0.161355E+00
      2071   -0.263754E+03    0.463309E+01    0.766288E+01   -0.251458E+03    0.482613E-01    0.154979E+00
      2072   -0.263809E+03    0.462928E+01    0.765868E+01   -0.251521E+03    0.482217E-01    0.148509E+00
      2073   -0.263864E+03    0.462505E+01    0.765439E+01   -0.251584E+03    0.481776E-01    0.141948E+00
      2074   -0.263917E+03    0.462039E+01    0.765001E+01   -0.251647E+03    0.481290E-01    0.135300E+00
      2075   -0.263969E+03    0.461528E+01    0.764555E+01   -0.251709E+03    0.480758E-01    0.128569E+00
      2076   -0.264021E+03    0.460973E+01    0.764100E+01   -0.251770E+03    0.480180E-01    0.121756E+00
      2077   -0.264071E+03    0.460372E+01    0.763636E+01   -0.251831E+03    0.479554E-01    0.130333E+00
      2078   -0.264121E+03    0.459726E+01    0.763164E+01   -0.251892E+03    0.478881E-01    0.134893E+00
      2079   -0.264169E+03    0.459035E+01    0.762684E+01   -0.251952E+03    0.478161E-01    0.128282E+00
      2080   -0.264217E+03    0.458299E+01    0.762195E+01   -0.252012E+03    0.477395E-01    0.121592E+00
      2081   -0.264263E+03    0.457518E+01    0.761698E+01   -0.252071E+03    0.476581E-01    0.114826E+00
      2082   -0.264309E+03    0.456693E+01    0.761193E+01   -0.252130E+03    0.475722E-01    0.107988E+00
      2083   -0.264353E+03    0.455824E+01    0.760680E+01   -0.252188E+03    0.474817E-01    0.808085E-01
      2084   -0.264397E+03    0.454913E+01    0.760158E+01   -0.252246E+03    0.473867E-01    0.836669E-01
      2085   -0.264440E+03    0.453959E+01    0.759629E+01   -0.252304E+03    0.472874E-01    0.736204E-01
      2086   -0.264481E+03    0.452966E+01    0.759092E+01   -0.252361E+03    0.471839E-01    0.665055E-01
      2087   -0.264522E+03    0.451932E+01    0.758547E+01   -0.252417E+03    0.470763E-01    0.593478E-01
      2088   -0.264562E+03    0.450861E+01    0.757994E+01   -0.252473E+03    0.469647E-01    0.521510E-01
      2089   -0.264601E+03    0.449753E+01    0.757433E+01   -0.252529E+03    0.468493E-01    0.449189E-01
      2090   -0.264639E+03    0.448610E+01    0.756865E+01   -0.252584E+03    0.467303E-01    0.376554E-01
      2091   -0.264676E+03    0.447434E+01    0.756290E+01   -0.252639E+03    0.466077E-01    0.303644E-01
      2092   -0.264712E+03    0.446227E+01    0.755707E+01   -0.252693E+03    0.464820E-01    0.230498E-01
      2093   -0.264748E+03    0.444990E+01    0.755116E+01   -0.252747E+03    0.463531E-01    0.157157E-01
      2094   -0.264782E+03    0.443725E+01    0.754519E+01   -0.252800E+03    0.462213E-01    0.836618E-02
      2095   -0.264816E+03    0.442435E+01    0.753914E+01   -0.252853E+03    0.460869E-01    0.163098E-01
      2096   -0.264849E+03    0.441121E+01    0.753302E+01   -0.252905E+03    0.459501E-01    0.944550E-02
      2097   -0.264881E+03    0.439786E+01    0.752683E+01   -0.252957E+03    0.458110E-01    0.256733E-02
      2098   -0.264913E+03    0.438431E+01    0.752056E+01   -0.253008E+03    0.456699E-01   -0.432079E-02
      2099   -0.264943E+03    0.437060E+01    0.751423E+01   -0.253059E+03    0.455271E-01   -0.112148E-01
      2100   -0.264974E+03    0.435675E+01    0.750783E+01   -0.253109E+03    0.453828E-01   -0.181107E-01
      2101   -0.265003E+03    0.434277E+01    0.750136E+01   -0.253159E+03    0.452371E-01   -0.250043E-01
      2102   -0.265031E+03    0.432869E+01    0.749483E+01   -0.253208E+03    0.450905E-01   -0.318915E-01
      2103   -0.265059E+03    0.431453E+01    0.748823E+01   -0.253257E+03    0.449430E-01   -0.387679E-01
      2104   -0.265087E+03    0.430032E+01    0.748156E+01   -0.253305E+03    0.447950E-01   -0.456295E-01
      2105   -0.265114E+03    0.428608E+01    0.747482E+01   -0.253353E+03    0.446466E-01   -0.524717E-01
      2106   -0.265140E+03    0.427183E+01    0.746802E+01   -0.253400E+03    0.444982E-01   -0.592903E-01
      2107   -0.265165E+03    0.425760E+01    0.746115E+01   -0.253447E+03    0.443500E-01   -0.674704E-01
      2108   -0.265190E+03    0.424340E+01    0.745422E+01   -0.253493E+03    0.442021E-01   -0.740264E-01
      2109   -0.265215E+03    0.422926E+01    0.744723E+01   -0.253538E+03    0.440548E-01   -0.805436E-01
      2110   -0.265239E+03    0.421521E+01    0.744017E+01   -0.253583E+03    0.439084E-01   -0.870176E-01
      2111   -0.265262E+03    0.420125E+01    0.743304E+01   -0.253628E+03    0.437630E-01   -0.934440E-01
      2112   -0.265285E+03    0.418742E+01    0.742586E+01   -0.253672E+03    0.436190E-01   -0.998183E-01
      2113   -0.265308E+03    0.417373E+01    0.741861E+01   -0.253716E+03    0.434764E-01   -0.106136E+00
      2114   -0.265330E+03    0.416020E+01    0.741129E+01   -0.253759E+03    0.433355E-01   -0.112393E+00
      2115   -0.265352E+03    0.414686E+01    0.740392E+01   -0.253801E+03    0.431964E-01   -0.118585E+00
      2116   -0.265373E+03    0.413371E+01    0.739648E+01   -0.253843E+03    0.430595E-01   -0.124707E+00
      2117   -0.265394E+03    0.412078E+01    0.738897E+01   -0.253884E+03    0.429248E-01   -0.130754E+00
      2118   -0.265415E+03    0.410808E+01    0.738141E+01   -0.253925E+03    0.427925E-01   -0.131911E+00
      2119   -0.265435E+03    0.409563E+01    0.737378E+01   -0.253966E+03    0.426628E-01   -0.138158E+00
      2120   -0.265455E+03    0.408344E+01    0.736609E+01   -0.254005E+03    0.425359E-01   -0.144321E+00
      2121   -0.265474E+03    0.407153E+01    0.735833E+01   -0.254045E+03    0.424118E-01   -0.150395E+00
      2122   -0.265494E+03    0.405991E+01    0.735051E+01   -0.254083E+03    0.422908E-01   -0.156376E+00
      2123   -0.265512E+03    0.404860E+01    0.734263E+01   -0.254121E+03    0.421729E-01   -0.162258E+00
      2124   -0.265531E+03    0.403759E+01    0.733469E+01   -0.254159E+03    0.420583E-01   -0.168038E+00
      2125   -0.265549E+03    0.402692E+01    0.732668E+01   -0.254196E+03    0.419470E-01   -0.173710E+00
      2126   -0.265567E+03    0.401657E+01    0.731860E+01   -0.254232E+03    0.418393E-01   -0.179271E+00
      2127   -0.265585E+03    0.400657E+01    0.731047E+01   -0.254268E+03    0.417351E-01   -0.184717E+00
      2128   -0.265603E+03    0.399692E+01    0.730226E+01   -0.254303E+03    0.416346E-01   -0.190042E+00
      2129   -0.265620E+03    0.398763E+01    0.729400E+01   -0.254338E+03    0.415378E-01   -0.195243E+00
      2130   -0.265637E+03    0.397870E+01    0.728566E+01   -0.254372E+03    0.414448E-01   -0.200316E+00
      2131   -0.265653E+03    0.397015E+01    0.727726E+01   -0.254406E+03    0.413557E-01   -0.205257E+00
      2132   -0.265670E+03    0.396196E+01    0.726880E+01   -0.254439E+03    0.412705E-01   -0.193750E+00
